occupation_type,signup_goal,plan_type,signup_discount_used,avg_quiz_score,video_replay_count,course_completion_rate,days_since_last_login,engagement_trend,hands_on_exercises_completed,project_submissions,forum_posts,goal_progress_score,peer_completion_percentile,tenure_months,payment_failures,support_tickets_raised,satisfaction_score,churned,days_to_churn,monthly_price,clv
Working Professional,Certification,Monthly,Yes,56.8,2,59.2,17,-1,4,1,0,30.0,43.6,1,0,2,2,0,,15,30
Working Professional,Certification,Monthly,Yes,55.2,11,41.0,14,0,6,1,1,45.5,20.8,1,0,0,3,0,,15,30
Career Switcher,Get a Job,Annual,No,68.3,0,82.3,6,1,9,2,4,50.2,79.3,0,0,0,5,0,,10,10
Student,Hobby,Monthly,Yes,76.5,2,69.4,14,1,5,0,3,7.8,58.8,22,0,0,4,0,,15,345
Working Professional,Certification,Monthly,Yes,72.5,4,78.6,6,1,6,1,0,33.3,73.7,3,0,0,5,0,,15,60
Working Professional,Get a Job,Annual,No,58.9,4,50.0,13,0,1,1,0,51.0,31.7,20,1,0,4,0,,10,210
Working Professional,Certification,Annual,No,62.4,0,86.5,21,-1,12,2,1,45.0,84.7,17,0,0,5,0,,10,180
Working Professional,Certification,Monthly,Yes,53.0,1,58.7,22,0,4,0,2,37.6,42.4,0,2,1,4,0,,15,15
Working Professional,Certification,Monthly,No,66.6,4,58.2,6,1,7,3,9,75.1,42.0,2,1,0,5,0,,15,45
Career Switcher,Get a Job,Annual,No,86.1,3,68.7,19,1,6,1,4,30.5,57.5,2,1,0,5,0,,10,30
Student,Certification,Annual,No,69.9,3,98.3,1,0,8,2,2,90.7,95.8,2,0,0,5,0,,10,30
Student,Get a Job,Annual,Yes,82.9,0,94.9,1,0,8,1,3,31.9,93.1,4,0,0,5,0,,10,50
Working Professional,Certification,Monthly,No,91.8,0,87.7,7,0,9,4,2,92.5,85.9,5,0,0,5,0,,15,90
Working Professional,Certification,Annual,No,61.2,0,59.8,10,0,3,0,1,31.3,44.4,11,0,0,4,0,,10,120
Student,Certification,Monthly,Yes,67.2,2,41.8,1,1,4,0,2,53.6,21.4,2,1,0,3,0,,15,45
Student,Get a Job,Monthly,No,100.0,2,90.1,6,1,9,7,4,100.0,88.5,2,0,0,5,0,,15,45
Student,Certification,Annual,Yes,91.7,1,79.0,0,0,7,3,0,100.0,74.4,7,0,1,4,0,,10,80
Career Switcher,Get a Job,Monthly,Yes,44.9,5,25.9,9,-1,0,1,1,50.2,8.8,1,1,1,2,1,5.0,15,30
Student,Get a Job,Annual,Yes,75.8,2,93.4,19,1,10,0,5,14.0,92.0,5,0,0,5,0,,10,60
Student,Hobby,Monthly,Yes,70.0,2,60.7,13,-1,7,6,0,100.0,45.8,2,1,2,3,1,5.0,15,45
Student,Hobby,Monthly,No,82.4,0,80.3,4,0,8,2,0,56.6,76.5,1,2,0,4,0,,15,30
Working Professional,Certification,Annual,No,58.8,3,83.7,50,-1,3,1,0,47.3,81.3,12,0,1,4,0,,10,130
Student,Hobby,Monthly,Yes,57.4,2,38.6,10,-1,5,1,0,56.3,18.7,9,0,2,3,1,17.0,15,150
Working Professional,Hobby,Monthly,Yes,59.9,4,21.9,16,-1,0,0,1,26.4,6.9,2,0,1,2,1,5.0,15,45
Student,Hobby,Monthly,No,61.4,4,39.1,11,-1,1,1,0,72.8,19.0,4,0,0,3,1,53.0,15,75
Career Switcher,Get a Job,Annual,No,82.2,1,82.3,45,-1,9,3,0,87.2,79.0,1,0,1,4,0,,10,20
Student,Hobby,Monthly,No,52.3,2,68.9,17,-1,4,1,0,52.1,57.9,0,1,6,1,1,5.0,15,15
Working Professional,Certification,Monthly,No,60.7,3,40.1,7,0,3,0,0,17.0,20.0,7,0,0,3,0,,15,120
Career Switcher,Get a Job,Monthly,Yes,43.2,7,80.3,4,0,13,2,1,71.7,76.6,3,0,1,5,0,,15,60
Working Professional,Get a Job,Monthly,No,85.1,0,82.7,11,-1,11,6,0,100.0,79.8,1,0,3,2,0,,15,30
Working Professional,Certification,Annual,Yes,89.1,1,82.3,8,0,5,0,2,22.1,78.9,0,1,0,4,0,,10,10
Student,Get a Job,Annual,Yes,65.1,5,29.2,9,-1,1,0,2,0.0,11.0,9,0,3,2,1,18.0,10,100
Student,Get a Job,Monthly,Yes,65.5,7,26.1,4,0,4,1,2,33.4,8.9,2,0,1,2,0,,15,45
Working Professional,Certification,Monthly,Yes,76.8,2,53.3,5,0,3,3,0,57.5,35.3,19,0,0,3,0,,15,300
Career Switcher,Certification,Monthly,No,92.1,1,100.0,8,0,8,2,2,65.2,98.2,1,2,0,5,0,,15,30
Working Professional,Hobby,Monthly,No,76.1,1,98.2,18,-1,7,3,0,81.6,95.5,2,1,4,3,1,5.0,15,45
Working Professional,Certification,Annual,Yes,59.5,3,55.0,14,0,3,0,3,24.1,37.7,15,0,2,3,0,,10,160
Working Professional,Hobby,Monthly,Yes,45.7,8,6.8,1,1,0,0,2,43.5,1.4,6,0,0,2,1,8.0,15,105
Working Professional,Hobby,Annual,No,53.3,0,49.4,2,1,2,1,0,68.3,31.1,0,0,0,4,0,,10,10
Student,Hobby,Monthly,Yes,71.1,6,83.4,0,1,10,3,1,67.4,81.0,6,1,0,5,0,,15,105
Working Professional,Get a Job,Monthly,No,60.2,2,44.9,0,-1,4,0,0,8.9,25.2,2,1,1,3,0,,15,45
Career Switcher,Get a Job,Annual,No,72.9,0,37.0,2,1,5,0,2,10.1,17.1,10,0,0,3,0,,10,110
Student,Hobby,Monthly,No,61.7,3,47.4,16,-1,0,0,1,33.4,28.2,0,0,0,3,0,,15,15
Working Professional,Certification,Annual,No,54.1,3,49.1,23,-1,4,0,0,24.7,30.6,19,0,2,3,1,219.0,10,200
Student,Get a Job,Annual,No,52.3,1,69.8,4,0,3,1,2,27.3,59.5,5,0,0,5,0,,10,60
Working Professional,Certification,Monthly,Yes,93.4,2,46.9,8,1,3,2,4,66.4,27.5,10,0,0,4,0,,15,165
Student,Certification,Annual,Yes,83.3,1,82.5,12,1,8,4,6,88.9,79.4,9,0,1,4,0,,10,100
Working Professional,Certification,Annual,No,96.0,2,69.5,30,-1,3,1,2,54.0,59.0,1,1,0,4,1,186.0,10,20
Working Professional,Get a Job,Annual,No,78.1,0,72.0,24,-1,12,4,1,100.0,63.0,16,0,0,4,0,,10,170
Student,Get a Job,Annual,No,63.6,4,70.1,0,1,12,2,3,49.5,60.3,2,0,1,4,0,,10,30
Working Professional,Certification,Monthly,Yes,89.9,3,60.5,2,0,4,2,0,47.4,45.5,1,1,1,2,1,36.0,15,30
Working Professional,Hobby,Annual,No,69.5,5,58.6,0,1,4,0,3,50.4,42.2,5,0,0,4,0,,10,60
Career Switcher,Get a Job,Annual,No,73.3,3,64.6,9,0,2,1,1,32.5,51.7,24,0,0,4,0,,10,250
Student,Hobby,Monthly,No,69.4,0,66.6,12,-1,2,0,0,41.2,54.4,3,0,1,4,1,29.0,15,60
Working Professional,Certification,Monthly,Yes,25.8,11,35.6,3,1,0,0,2,31.3,15.7,24,0,0,3,1,33.0,15,375
Student,Certification,Annual,No,94.1,0,88.6,19,-1,11,5,1,90.8,87.3,4,0,3,4,0,,10,50
Career Switcher,Certification,Monthly,No,77.4,3,90.8,6,-1,10,1,0,52.6,89.1,14,0,3,4,0,,15,225
Career Switcher,Certification,Monthly,Yes,74.9,5,37.4,64,-1,1,1,1,48.7,17.4,6,0,0,3,1,5.0,15,105
Working Professional,Hobby,Monthly,Yes,69.1,2,82.3,0,1,5,0,3,24.9,79.1,1,1,0,4,0,,15,30
Career Switcher,Get a Job,Monthly,No,72.5,0,31.3,1,1,4,1,7,33.3,12.2,16,0,0,2,1,28.0,15,255
Working Professional,Hobby,Monthly,Yes,61.0,1,62.4,3,1,1,0,2,38.4,48.2,0,1,0,3,0,,15,15
Working Professional,Get a Job,Monthly,No,79.2,0,69.8,0,-1,3,2,0,67.5,59.6,9,1,1,3,1,11.0,15,150
Student,Certification,Monthly,Yes,50.4,0,20.6,15,-1,3,1,2,62.6,6.3,14,0,2,3,0,,15,225
Working Professional,Certification,Annual,Yes,72.8,2,43.6,0,0,4,1,1,44.9,23.5,14,0,1,2,0,,10,150
Student,Certification,Annual,No,78.4,1,78.2,13,1,11,2,5,34.8,73.2,8,0,0,4,0,,10,90
Career Switcher,Get a Job,Monthly,No,67.0,4,82.7,0,-1,10,1,1,42.3,79.9,2,0,1,4,0,,15,45
Working Professional,Hobby,Monthly,No,75.6,1,100.0,2,0,10,4,0,100.0,98.2,6,1,1,4,0,,15,105
Working Professional,Get a Job,Annual,No,55.1,1,52.4,18,0,5,2,1,67.2,34.3,7,0,0,3,0,,10,80
Student,Get a Job,Monthly,No,55.5,4,27.2,30,1,0,0,5,7.3,9.6,17,1,0,2,1,5.0,15,270
Student,Certification,Monthly,No,73.6,2,28.9,5,1,3,1,6,51.0,10.8,1,1,0,3,0,,15,30
Student,Certification,Monthly,No,80.2,4,91.6,35,-1,11,5,0,100.0,90.2,5,0,3,5,1,23.0,15,90
Working Professional,Certification,Annual,No,41.9,9,35.6,9,0,2,0,2,31.7,15.7,3,0,0,2,0,,10,40
Student,Certification,Annual,No,77.8,0,70.9,5,0,14,0,0,49.7,61.5,4,0,0,4,0,,10,50
Career Switcher,Get a Job,Annual,No,61.9,1,31.5,16,0,6,0,1,0.0,12.3,1,1,0,3,0,,10,20
Working Professional,Certification,Annual,No,67.1,0,74.8,3,-1,7,2,1,53.9,67.5,1,0,0,5,0,,10,20
Student,Certification,Annual,No,49.9,7,6.6,3,0,0,1,3,51.9,1.3,11,0,0,3,0,,10,120
Working Professional,Get a Job,Annual,No,57.2,7,46.1,10,0,5,1,2,42.0,26.6,5,0,1,4,0,,10,60
Working Professional,Certification,Annual,No,84.5,1,87.1,4,0,11,1,1,36.8,85.5,5,0,1,4,0,,10,60
Working Professional,Certification,Monthly,Yes,70.5,3,15.0,1,1,2,0,3,23.2,3.7,18,2,0,2,0,,15,285
Working Professional,Certification,Annual,Yes,64.3,1,74.1,0,1,7,3,4,65.0,66.1,2,1,0,4,0,,10,30
Career Switcher,Get a Job,Annual,No,68.3,4,100.0,15,-1,8,2,1,52.6,98.2,3,0,1,5,0,,10,40
Working Professional,Certification,Annual,No,77.3,2,81.7,11,0,11,0,2,37.8,78.2,2,0,0,5,0,,10,30
Career Switcher,Certification,Monthly,Yes,76.6,0,79.5,5,1,9,1,4,44.4,75.4,8,0,0,4,0,,15,135
Career Switcher,Certification,Monthly,Yes,68.9,4,55.9,22,-1,2,0,1,49.5,38.7,6,1,3,3,1,5.0,15,105
Student,Get a Job,Annual,Yes,86.4,1,83.4,5,0,12,1,1,24.1,80.9,5,0,0,5,0,,10,60
Career Switcher,Certification,Annual,Yes,84.6,4,69.1,12,0,7,0,4,27.6,58.2,8,0,0,3,0,,10,90
Student,Certification,Annual,No,76.2,0,63.1,23,-1,6,1,2,56.0,49.2,5,0,0,4,0,,10,60
Career Switcher,Get a Job,Monthly,Yes,70.8,1,47.9,18,-1,3,1,0,38.4,28.9,13,1,1,2,0,,15,210
Working Professional,Certification,Annual,No,79.9,1,82.3,7,0,9,0,0,13.5,79.1,4,0,0,4,0,,10,50
Career Switcher,Certification,Annual,Yes,74.7,5,35.0,11,1,3,3,2,92.3,15.0,17,0,0,3,0,,10,180
Career Switcher,Certification,Annual,Yes,85.9,0,59.8,5,1,3,0,2,31.4,44.4,1,0,1,4,0,,10,20
Career Switcher,Get a Job,Annual,Yes,83.5,2,73.4,10,0,7,1,2,54.2,65.0,0,0,0,4,0,,10,10
Working Professional,Certification,Annual,Yes,54.7,1,28.3,2,-1,0,0,0,28.0,10.3,8,0,2,2,1,5.0,10,90
Student,Hobby,Monthly,No,53.7,6,68.4,5,0,4,1,3,67.4,57.2,3,1,1,4,0,,15,60
Student,Get a Job,Annual,No,59.5,2,0.0,2,0,1,1,1,31.4,0.4,4,0,1,1,1,104.0,10,50
Working Professional,Hobby,Annual,No,84.6,1,62.5,0,0,3,1,2,46.5,48.3,9,0,0,3,0,,10,100
Student,Certification,Monthly,Yes,46.4,6,46.2,8,-1,2,0,0,37.4,26.9,1,1,4,2,1,17.0,15,30
Working Professional,Certification,Monthly,Yes,75.9,2,76.7,19,-1,6,4,0,64.5,70.9,0,0,1,4,1,176.0,15,15
Student,Get a Job,Annual,No,75.4,1,82.8,0,1,3,2,3,39.8,80.0,4,0,0,4,0,,10,50
Career Switcher,Get a Job,Annual,No,87.4,2,78.1,2,0,6,1,0,28.2,72.8,18,1,0,4,0,,10,190
Working Professional,Hobby,Monthly,Yes,72.7,4,42.5,6,1,1,0,3,20.5,22.0,4,0,0,3,0,,15,75
Career Switcher,Get a Job,Annual,No,49.9,12,41.4,10,0,6,0,1,0.0,21.1,6,0,1,4,0,,10,70
Student,Hobby,Monthly,Yes,55.6,2,43.6,1,0,6,2,1,71.1,23.4,1,0,0,3,0,,15,30
Career Switcher,Get a Job,Annual,Yes,52.3,5,38.4,0,-1,8,3,0,77.1,18.3,4,0,0,4,0,,10,50
Career Switcher,Get a Job,Annual,No,61.9,8,68.1,7,1,3,0,2,6.6,56.6,5,2,0,5,0,,10,60
Working Professional,Get a Job,Monthly,Yes,67.3,2,16.4,17,-1,1,0,0,11.4,4.3,2,0,3,1,1,5.0,15,45
Working Professional,Certification,Monthly,No,52.5,2,49.3,0,0,4,3,2,82.6,30.8,1,1,0,4,0,,15,30
Working Professional,Hobby,Annual,Yes,92.1,1,72.2,4,1,9,5,2,94.2,63.3,3,0,0,4,0,,10,40
Student,Certification,Monthly,No,50.1,6,48.9,10,0,3,2,1,63.0,30.0,0,0,1,3,0,,15,15
Working Professional,Certification,Annual,Yes,90.2,1,72.7,1,1,12,4,2,97.0,63.9,1,0,1,5,0,,10,20
Working Professional,Certification,Monthly,No,87.8,0,85.6,2,0,9,7,5,100.0,83.8,10,1,0,5,1,65.0,15,165
Student,Certification,Annual,Yes,83.5,1,96.5,7,0,8,5,0,94.3,94.6,8,0,2,4,0,,10,90
Working Professional,Certification,Annual,No,59.6,4,64.2,30,-1,4,2,1,25.2,50.9,3,0,1,4,0,,10,40
Student,Hobby,Monthly,No,75.1,2,74.9,3,1,2,0,1,49.6,67.7,6,0,0,5,0,,15,105
Student,Certification,Monthly,No,50.8,8,67.6,6,-1,8,2,2,49.7,55.7,14,1,4,3,0,,15,225
Student,Certification,Annual,No,83.7,1,91.2,5,-1,10,4,0,100.0,89.9,14,0,0,5,0,,10,150
Career Switcher,Get a Job,Monthly,No,68.9,5,62.2,22,-1,4,1,1,42.4,47.9,8,0,0,4,0,,15,135
Working Professional,Hobby,Monthly,Yes,63.9,3,76.0,0,0,10,1,3,64.3,69.5,1,0,1,4,0,,15,30
Career Switcher,Get a Job,Annual,Yes,51.6,4,8.1,8,-1,1,0,1,17.1,1.9,1,0,0,2,1,75.0,10,20
Working Professional,Get a Job,Annual,No,32.8,10,25.4,18,-1,0,0,0,15.3,8.6,2,0,0,2,1,5.0,10,30
Student,Certification,Annual,Yes,54.4,3,61.2,44,-1,0,0,0,37.1,46.7,8,1,0,4,1,5.0,10,90
Working Professional,Certification,Monthly,No,86.7,0,57.8,11,0,7,3,1,83.5,41.3,2,1,0,4,0,,15,45
Working Professional,Certification,Monthly,Yes,64.0,2,59.4,4,1,2,0,3,32.6,44.0,4,1,1,3,0,,15,75
Student,Certification,Monthly,Yes,67.5,4,73.3,5,-1,6,1,1,35.8,64.8,13,0,1,5,0,,15,210
Working Professional,Certification,Annual,No,79.8,0,76.6,4,1,10,3,3,57.3,70.8,17,1,0,5,0,,10,180
Student,Get a Job,Annual,No,97.1,0,89.8,9,1,8,6,6,100.0,88.3,14,0,1,4,0,,10,150
Working Professional,Certification,Annual,No,89.9,2,95.3,13,-1,4,2,0,79.4,93.5,0,0,0,5,0,,10,10
Working Professional,Certification,Annual,Yes,55.4,2,81.8,17,0,10,1,0,43.1,78.5,19,0,2,4,0,,10,200
Student,Certification,Monthly,Yes,40.9,9,42.4,5,1,5,3,1,77.3,22.0,9,0,0,3,0,,15,150
Student,Certification,Monthly,Yes,100.0,0,100.0,12,0,14,1,2,25.2,98.2,7,1,1,4,0,,15,120
Working Professional,Certification,Monthly,No,100.0,1,72.5,24,-1,10,1,0,38.2,63.6,2,0,1,4,1,110.0,15,45
Working Professional,Certification,Monthly,No,72.8,4,47.2,25,-1,9,1,0,26.6,28.0,21,0,2,3,1,5.0,15,330
Student,Certification,Monthly,No,50.9,3,5.5,12,0,1,0,2,12.6,1.1,0,0,0,2,1,51.0,15,15
Career Switcher,Get a Job,Annual,Yes,84.4,1,64.0,10,0,5,3,1,86.0,50.5,0,0,0,4,0,,10,10
Student,Certification,Monthly,Yes,68.4,5,79.4,7,1,8,0,6,29.1,75.2,1,0,0,4,0,,15,30
Working Professional,Hobby,Annual,Yes,68.3,5,42.9,2,1,3,2,5,71.8,22.7,9,0,0,3,0,,10,100
Career Switcher,Get a Job,Annual,Yes,83.4,0,86.0,1,0,13,1,0,42.7,84.1,7,0,0,5,0,,10,80
Student,Hobby,Annual,Yes,75.0,0,83.6,6,-1,15,3,2,56.9,81.2,23,0,0,5,0,,10,240
Student,Get a Job,Annual,No,52.2,3,79.8,1,0,13,3,0,65.6,76.0,3,0,0,4,0,,10,40
Student,Get a Job,Annual,Yes,65.1,1,14.6,8,1,1,0,0,0.5,3.6,3,1,0,2,0,,10,40
Student,Get a Job,Monthly,Yes,79.9,1,85.3,10,-1,9,2,0,52.9,83.2,8,0,1,3,0,,15,135
Student,Certification,Annual,No,77.7,0,85.0,7,0,7,2,1,68.3,83.0,1,0,1,4,0,,10,20
Working Professional,Certification,Annual,No,73.9,7,37.8,0,0,2,0,2,39.2,17.8,4,0,3,2,0,,10,50
Student,Get a Job,Monthly,Yes,84.0,3,94.4,0,1,15,2,4,59.5,92.9,0,1,0,5,0,,15,15
Working Professional,Hobby,Monthly,Yes,64.6,3,27.0,1,0,2,1,0,61.1,9.4,7,0,0,3,0,,15,120
Career Switcher,Certification,Monthly,Yes,72.7,3,76.3,1,1,6,2,2,98.4,70.2,12,0,0,4,1,97.0,15,195
Career Switcher,Certification,Annual,Yes,19.4,5,0.0,45,-1,4,1,3,43.2,0.4,1,1,2,1,1,164.0,10,20
Working Professional,Get a Job,Annual,No,63.3,1,36.9,4,1,2,0,5,7.7,17.1,2,0,0,3,0,,10,30
Student,Get a Job,Annual,No,81.5,2,77.9,3,-1,8,3,0,76.6,72.6,1,0,0,5,0,,10,20
Working Professional,Get a Job,Monthly,No,64.1,1,59.4,0,0,3,2,1,63.2,43.9,7,1,2,4,1,48.0,15,120
Working Professional,Certification,Monthly,No,63.0,4,17.6,10,-1,1,0,2,47.1,4.8,6,2,1,3,1,24.0,15,105
Working Professional,Hobby,Annual,No,54.4,5,75.9,10,0,8,4,3,72.5,69.1,14,0,0,4,0,,10,150
Student,Certification,Monthly,Yes,85.1,2,91.3,1,1,10,0,2,24.1,90.0,24,1,0,5,0,,15,375
Career Switcher,Get a Job,Annual,Yes,78.2,1,100.0,25,-1,12,2,0,54.8,98.2,24,1,3,3,1,98.0,10,250
Working Professional,Certification,Annual,No,82.4,1,90.5,16,-1,10,2,0,42.7,88.9,0,1,3,4,0,,10,10
Student,Get a Job,Monthly,Yes,44.1,5,14.0,2,1,0,0,3,11.3,3.4,6,0,0,2,1,5.0,15,105
Working Professional,Certification,Annual,Yes,67.6,2,33.6,6,0,5,1,2,47.5,13.9,12,0,0,4,0,,10,130
Working Professional,Certification,Monthly,Yes,65.8,2,46.6,6,0,2,0,1,29.4,27.1,8,0,1,3,0,,15,135
Career Switcher,Certification,Annual,Yes,65.8,1,98.6,4,-1,8,2,0,87.6,96.0,18,0,2,5,0,,10,190
Working Professional,Get a Job,Monthly,No,60.8,2,56.0,17,-1,5,1,1,39.0,38.8,4,0,1,4,1,10.0,15,75
Working Professional,Get a Job,Annual,Yes,64.8,4,56.8,1,1,2,2,0,48.8,39.8,4,0,0,4,0,,10,50
Student,Hobby,Monthly,Yes,82.7,2,100.0,5,1,7,4,6,89.5,98.2,0,0,0,5,0,,15,15
Working Professional,Certification,Monthly,Yes,41.3,6,7.5,5,0,1,0,3,24.9,1.7,0,1,0,2,1,5.0,15,15
Working Professional,Get a Job,Annual,No,96.7,0,88.1,6,0,17,1,2,31.7,86.5,9,0,1,4,0,,10,100
Student,Get a Job,Monthly,No,77.3,0,87.7,19,0,6,0,3,8.3,86.1,5,0,0,4,0,,15,90
Student,Get a Job,Annual,No,69.4,2,74.1,2,1,7,3,3,82.1,66.3,8,0,1,4,0,,10,90
Working Professional,Certification,Monthly,Yes,83.6,1,92.8,1,1,9,1,4,49.0,91.4,2,1,0,5,0,,15,45
Student,Hobby,Monthly,Yes,48.2,2,24.1,9,0,1,0,1,71.7,8.0,15,0,2,2,1,67.0,15,240
Working Professional,Certification,Monthly,Yes,60.0,2,27.3,1,-1,2,0,0,24.5,9.7,18,0,2,2,1,25.0,15,285
Student,Certification,Annual,No,68.2,3,43.7,0,1,2,0,2,31.3,23.7,8,1,0,4,0,,10,90
Student,Certification,Monthly,Yes,90.5,1,92.6,5,1,7,3,4,78.5,91.3,2,1,1,5,0,,15,45
Student,Certification,Monthly,No,69.3,4,92.1,2,1,12,2,0,52.3,90.7,1,2,0,4,0,,15,30
Career Switcher,Certification,Monthly,Yes,76.8,3,61.7,4,1,3,2,0,54.0,47.4,7,0,0,4,0,,15,120
Career Switcher,Certification,Annual,No,61.2,1,29.2,3,0,2,1,2,59.9,11.0,22,0,1,2,0,,10,230
Career Switcher,Get a Job,Monthly,Yes,77.3,1,56.4,0,1,3,2,4,54.9,39.3,6,0,0,4,0,,15,105
Working Professional,Certification,Annual,No,95.2,2,68.5,8,1,3,1,4,31.7,57.2,14,0,1,4,0,,10,150
Student,Certification,Annual,Yes,84.9,1,94.2,0,0,13,1,1,71.7,92.7,6,0,0,4,0,,10,70
Working Professional,Hobby,Monthly,No,68.8,2,81.3,33,-1,10,4,0,61.9,77.8,8,0,0,4,0,,15,135
Working Professional,Certification,Annual,Yes,80.1,1,48.8,4,1,3,1,3,58.3,29.8,6,0,0,3,0,,10,70
Career Switcher,Hobby,Monthly,Yes,78.7,4,61.9,11,-1,4,2,0,57.0,47.7,6,0,2,3,1,23.0,15,105
Student,Hobby,Monthly,No,77.6,1,59.1,16,0,5,1,2,31.8,43.4,10,0,2,2,1,90.0,15,165
Working Professional,Certification,Annual,Yes,86.7,3,67.0,3,-1,2,0,1,24.3,54.7,4,0,1,4,0,,10,50
Student,Certification,Annual,No,86.6,3,76.7,13,0,10,3,0,71.6,70.9,18,0,0,3,0,,10,190
Student,Hobby,Monthly,No,68.1,1,47.1,17,-1,2,0,0,15.5,27.8,15,1,0,3,1,5.0,15,240
Working Professional,Hobby,Monthly,Yes,79.6,2,87.7,2,0,12,2,3,66.4,85.9,10,0,3,3,0,,15,165
Working Professional,Get a Job,Annual,No,64.3,0,16.5,48,0,1,0,2,13.3,4.3,10,0,0,2,1,14.0,10,110
Working Professional,Certification,Monthly,Yes,56.2,2,44.6,0,1,6,0,2,24.8,24.8,4,0,1,4,0,,15,75
Working Professional,Certification,Annual,No,66.0,4,82.3,2,0,7,4,1,97.1,79.2,14,0,0,4,0,,10,150
Working Professional,Get a Job,Annual,No,68.9,5,83.1,15,-1,8,4,1,100.0,80.6,21,1,0,4,1,104.0,10,220
Working Professional,Certification,Annual,No,45.1,13,50.0,2,1,2,0,8,49.4,31.6,12,0,1,3,0,,10,130
Career Switcher,Get a Job,Monthly,Yes,82.9,4,85.9,11,1,5,0,4,0.0,83.9,1,0,0,5,0,,15,30
Career Switcher,Certification,Monthly,Yes,28.5,4,15.2,19,-1,0,1,2,40.6,3.8,12,0,2,1,1,12.0,15,195
Working Professional,Certification,Monthly,Yes,100.0,0,82.6,31,-1,6,1,1,60.0,79.6,4,2,2,4,1,22.0,15,75
Student,Hobby,Monthly,Yes,92.5,0,100.0,6,0,9,4,0,88.1,98.2,7,0,1,4,0,,15,120
Working Professional,Get a Job,Monthly,Yes,66.1,4,44.4,35,0,2,2,2,37.0,24.5,24,0,0,2,0,,15,375
Working Professional,Certification,Annual,No,70.1,4,91.7,5,1,4,1,5,20.0,90.3,3,1,1,4,0,,10,40
Student,Get a Job,Annual,No,74.5,1,6.3,2,1,0,0,1,10.0,1.3,3,0,0,2,1,60.0,10,40
Career Switcher,Get a Job,Annual,Yes,61.2,4,66.4,7,1,1,1,1,51.4,54.2,2,0,1,4,0,,10,30
Student,Get a Job,Annual,No,72.9,4,67.9,10,0,2,0,2,5.7,56.3,1,0,0,4,0,,10,20
Career Switcher,Get a Job,Monthly,Yes,67.8,4,62.5,6,1,3,0,2,16.5,48.3,1,0,0,4,0,,15,30
Working Professional,Certification,Annual,No,68.6,5,63.8,8,0,1,0,2,31.2,50.2,5,1,2,3,0,,10,60
Working Professional,Certification,Monthly,No,72.7,4,65.5,5,1,4,3,1,83.7,52.7,19,1,0,5,0,,15,300
Working Professional,Certification,Annual,No,50.3,6,66.4,7,1,4,0,3,46.1,54.1,13,0,0,4,0,,10,140
Career Switcher,Get a Job,Annual,Yes,70.6,3,48.4,30,-1,3,2,1,69.4,29.4,1,0,0,3,1,64.0,10,20
Working Professional,Hobby,Monthly,Yes,72.5,0,49.6,6,1,7,1,0,63.6,31.2,6,1,0,3,0,,15,105
Working Professional,Hobby,Annual,Yes,71.9,2,27.8,2,0,1,2,0,50.8,10.0,15,0,0,3,0,,10,160
Student,Certification,Monthly,No,66.8,5,69.6,14,0,4,2,2,57.7,59.4,6,1,0,3,1,31.0,15,105
Working Professional,Certification,Annual,Yes,87.1,0,99.5,4,1,8,1,2,52.8,96.3,19,0,0,5,0,,10,200
Student,Get a Job,Annual,No,64.7,3,89.9,16,0,11,4,1,100.0,88.4,19,0,0,4,0,,10,200
Working Professional,Hobby,Monthly,Yes,73.4,7,38.6,0,-1,4,0,0,48.9,18.6,3,0,0,3,1,5.0,15,60
Working Professional,Get a Job,Annual,No,89.5,2,54.1,4,0,3,1,1,17.3,36.3,16,0,1,4,0,,10,170
Working Professional,Certification,Annual,Yes,68.8,5,62.5,0,0,5,0,3,48.0,48.4,7,1,1,2,0,,10,80
Student,Get a Job,Annual,Yes,73.2,4,31.9,0,0,3,1,1,18.0,12.6,5,0,0,2,0,,10,60
Student,Get a Job,Monthly,Yes,68.6,2,66.4,10,-1,4,2,1,52.5,54.2,11,1,1,4,0,,15,180
Working Professional,Get a Job,Annual,No,88.6,0,46.9,4,1,4,0,3,12.0,27.6,12,0,0,3,0,,10,130
Student,Hobby,Monthly,Yes,66.1,3,76.7,20,0,4,1,3,49.6,71.0,9,0,1,4,0,,15,150
Student,Get a Job,Monthly,No,89.3,0,82.3,7,1,3,1,1,49.2,79.0,13,0,0,5,0,,15,210
Student,Certification,Monthly,Yes,68.4,2,16.6,3,0,1,0,0,12.4,4.4,24,0,0,2,1,5.0,15,375
Career Switcher,Get a Job,Monthly,Yes,57.1,3,61.1,12,1,2,0,1,6.4,46.5,16,0,1,3,0,,15,255
Working Professional,Get a Job,Monthly,No,80.2,2,81.4,9,0,9,3,1,65.3,77.9,0,1,1,5,0,,15,15
Working Professional,Hobby,Annual,Yes,65.4,0,65.5,16,-1,5,1,0,52.0,52.7,15,1,1,4,1,36.0,10,160
Student,Get a Job,Monthly,No,79.3,1,92.0,10,-1,7,2,1,57.9,90.6,12,0,3,3,0,,15,195
Student,Hobby,Monthly,No,29.1,4,0.0,1,1,0,1,5,31.4,0.4,20,0,1,1,0,,15,315
Working Professional,Certification,Monthly,Yes,70.1,2,45.6,11,0,2,0,0,49.6,26.0,10,1,0,4,0,,15,165
Working Professional,Get a Job,Annual,Yes,63.1,5,53.2,4,1,5,3,0,95.8,35.3,16,0,0,4,0,,10,170
